year,name,fips,type,Data_Value_Type,Census population,Number of PWS adjusting fluoride,Number of PWS consecutive to systems with optimal fluoride levels,Number of PWS providing fluoridated water,Number of PWS with fluoride below the recommended level,Number of PWS with naturally occurring fluoride at or above optimal levels,PWS population,PWS population receiving fluoridated water from PWS adjusting fluoride,PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,PWS population receiving water from PWS with fluoride below the recommended level,Percentage of PWS population receiving fluoridated water,Percentage of PWS population receiving fluoridated water from PWS adjusting fluoride,Percentage of PWS population receiving fluoridated water from PWS consecutive to systems with optimal fluoride levels,Percentage of PWS population receiving fluoridated water from PWS with natural fluoride at or above the recommended level,Percentage of PWS population receiving water from PWS with less than the recommended level,Population on fluoridated drinking water systems,Total number of PWS
2020,Aiken County,45003,Adjusted,Population,,,,,,,,66556,,,,,,,,,,
2020,Aiken County,45003,Census,Population,169032,,,,,,,,,,,,,,,,,
2020,Aiken County,45003,Consecutive,Percent,,,,,,,,,,,,,,13.2,,,,
2020,Aiken County,45003,Consecutive,Population,,,,,,,,,15926,,,,,,,,,
2020,Aiken County,45003,Consecutive,Number of PWS,,,3,,,,,,,,,,,,,,,
2020,Aiken County,45003,Fluoridated,Percent,,,,,,,,,,,,69.2,,,,,,
2020,Aiken County,45003,Fluoridated,Population,,,,,,,,,,,,,,,,,83639,
2020,Aiken County,45003,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Aiken County,45003,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Aiken County,45003,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Aiken County,45003,Non-Fluoridated,Number of PWS,,,,,21,,,,,,,,,,,,,
2020,Aiken County,45003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,30.8,,
2020,Aiken County,45003,Non-Fluoridated,Population,,,,,,,,,,,37313,,,,,,,
2020,Aiken County,45003,Fluoridated,Number of PWS,,,,6,,,,,,,,,,,,,,
2020,Aitkin County,27001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Aitkin County,27001,Non-Fluoridated,Population,,,,,,,,,,,45,,,,,,,
2020,Aitkin County,27001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,1.3,,
2020,Aitkin County,27001,Non-Fluoridated,Number of PWS,,,,,1,,,,,,,,,,,,,
2020,Aitkin County,27001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Aitkin County,27001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Aitkin County,27001,Adjusted,Number of PWS,,4,,,,,,,,,,,,,,,,
2020,Aitkin County,27001,Fluoridated,Percent,,,,,,,,,,,,98.7,,,,,,
2020,Aitkin County,27001,Fluoridated,Number of PWS,,,,4,,,,,,,,,,,,,,
2020,Aitkin County,27001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Aitkin County,27001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Aitkin County,27001,Census,Population,15693,,,,,,,,,,,,,,,,,
2020,Aitkin County,27001,Adjusted,Population,,,,,,,,3362,,,,,,,,,,
2020,Aitkin County,27001,Adjusted,Percent,,,,,,,,,,,,,98.7,,,,,
2020,Aitkin County,27001,Fluoridated,Population,,,,,,,,,,,,,,,,,3362,
2020,Aitkin County,27001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Aitkin County,27001,Total,Population,,,,,,,3407,,,,,,,,,,,
2020,Aitkin County,27001,Total,Number of PWS,,,,,,,,,,,,,,,,,,5
2018,Alabama,1,Adjusted,Percent,,,,,,,,,,,,,60.4,,,,,
2020,Alabama,1,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,22.3,,
2020,Alabama,1,Natural,Population,,,,,,,,,,40776,,,,,,,,
2020,Alabama,1,Natural,Percent,,,,,,,,,,,,,,,0.9,,,
2020,Alabama,1,Natural,Number of PWS,,,,,,11,,,,,,,,,,,,
2020,Alabama,1,Fluoridated,Population,,,,,,,,,,,,,,,,,3469133,
2020,Alabama,1,Fluoridated,Percent,,,,,,,,,,,,77.7,,,,,,
2020,Alabama,1,Fluoridated,Number of PWS,,,,264,,,,,,,,,,,,,,
2020,Alabama,1,Consecutive,Population,,,,,,,,,741024,,,,,,,,,
2020,Alabama,1,Consecutive,Percent,,,,,,,,,,,,,,16.6,,,,
2020,Alabama,1,Consecutive,Number of PWS,,,148,,,,,,,,,,,,,,,
2020,Alabama,1,Census,Population,5024803,,,,,,,,,,,,,,,,,
2020,Alabama,1,Adjusted,Population,,,,,,,,2687334,,,,,,,,,,
2020,Alabama,1,Adjusted,Percent,,,,,,,,,,,,,60.2,,,,,
2020,Alabama,1,Non-Fluoridated,Population,,,,,,,,,,,997868,,,,,,,
2020,Alabama,1,Total,Number of PWS,,,,,,,,,,,,,,,,,,531
2020,Alabama,1,Total,Population,,,,,,,4467001,,,,,,,,,,,
2018,Alabama,1,Total,Population,,,,,,,4345270,,,,,,,,,,,
2018,Alabama,1,Adjusted,Population,,,,,,,,2624727,,,,,,,,,,
2018,Alabama,1,Census,Population,4887871,,,,,,,,,,,,,,,,,
2018,Alabama,1,Consecutive,Number of PWS,,,145,,,,,,,,,,,,,,,
2018,Alabama,1,Consecutive,Percent,,,,,,,,,,,,,,16.3,,,,
2018,Alabama,1,Consecutive,Population,,,,,,,,,708883,,,,,,,,,
2018,Alabama,1,Fluoridated,Number of PWS,,,,263,,,,,,,,,,,,,,
2018,Alabama,1,Fluoridated,Percent,,,,,,,,,,,,78,,,,,,
2018,Alabama,1,Fluoridated,Population,,,,,,,,,,,,,,,,,3388374,
2018,Alabama,1,Natural,Number of PWS,,,,,,11,,,,,,,,,,,,
2018,Alabama,1,Natural,Percent,,,,,,,,,,,,,,,1.3,,,
2018,Alabama,1,Natural,Population,,,,,,,,,,54764,,,,,,,,
2018,Alabama,1,Non-Fluoridated,Number of PWS,,,,,268,,,,,,,,,,,,,
2018,Alabama,1,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,22,,
2018,Alabama,1,Non-Fluoridated,Population,,,,,,,,,,,956896,,,,,,,
2018,Alabama,1,Total,Number of PWS,,,,,,,,,,,,,,,,,,531
2018,Alabama,1,Adjusted,Number of PWS,,106,,,,,,,,,,,,,,,,
2020,Alabama,1,Non-Fluoridated,Number of PWS,,,,,267,,,,,,,,,,,,,
2016,Alabama,1,Adjusted,Number of PWS,,105,,,,,,,,,,,,,,,,
2020,Alabama,1,Adjusted,Number of PWS,,104,,,,,,,,,,,,,,,,
2016,Alabama,1,Total,Number of PWS,,,,,,,,,,,,,,,,,,531
2016,Alabama,1,Non-Fluoridated,Population,,,,,,,,,,,947445,,,,,,,
2016,Alabama,1,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,22,,
2016,Alabama,1,Non-Fluoridated,Number of PWS,,,,,268,,,,,,,,,,,,,
2016,Alabama,1,Natural,Population,,,,,,,,,,54376,,,,,,,,
2016,Alabama,1,Natural,Percent,,,,,,,,,,,,,,,1.3,,,
2016,Alabama,1,Natural,Number of PWS,,,,,,11,,,,,,,,,,,,
2016,Alabama,1,Fluoridated,Population,,,,,,,,,,,,,,,,,3367031,
2016,Alabama,1,Total,Population,,,,,,,4314476,,,,,,,,,,,
2016,Alabama,1,Fluoridated,Number of PWS,,,,263,,,,,,,,,,,,,,
2016,Alabama,1,Consecutive,Population,,,,,,,,,710453,,,,,,,,,
2016,Alabama,1,Consecutive,Percent,,,,,,,,,,,,,,16.5,,,,
2016,Alabama,1,Consecutive,Number of PWS,,,146,,,,,,,,,,,,,,,
2016,Alabama,1,Census,Population,4858979,,,,,,,,,,,,,,,,,
2016,Alabama,1,Adjusted,Population,,,,,,,,2602202,,,,,,,,,,
2016,Alabama,1,Adjusted,Percent,,,,,,,,,,,,,60.3,,,,,
2016,Alabama,1,Fluoridated,Percent,,,,,,,,,,,,78,,,,,,
2020,Alachua County,12001,Total,Population,,,,,,,202126,,,,,,,,,,,
2020,Alachua County,12001,Total,Number of PWS,,,,,,,,,,,,,,,,,,15
2020,Alachua County,12001,Non-Fluoridated,Population,,,,,,,,,,,17337,,,,,,,
2020,Alachua County,12001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,8.6,,
2020,Alachua County,12001,Non-Fluoridated,Number of PWS,,,,,13,,,,,,,,,,,,,
2020,Alachua County,12001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alachua County,12001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alachua County,12001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alachua County,12001,Fluoridated,Population,,,,,,,,,,,,,,,,,184789,
2020,Alachua County,12001,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Alachua County,12001,Fluoridated,Percent,,,,,,,,,,,,91.4,,,,,,
2020,Alachua County,12001,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Alachua County,12001,Adjusted,Percent,,,,,,,,,,,,,91.4,,,,,
2020,Alachua County,12001,Adjusted,Population,,,,,,,,184789,,,,,,,,,,
2020,Alachua County,12001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Alachua County,12001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Alachua County,12001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Alachua County,12001,Census,Population,278684,,,,,,,,,,,,,,,,,
2020,Alamance County,37001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alamance County,37001,Total,Number of PWS,,,,,,,,,,,,,,,,,,24
2020,Alamance County,37001,Non-Fluoridated,Population,,,,,,,,,,,3927,,,,,,,
2020,Alamance County,37001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,4.1,,
2020,Alamance County,37001,Non-Fluoridated,Number of PWS,,,,,16,,,,,,,,,,,,,
2020,Alamance County,37001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alamance County,37001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alamance County,37001,Total,Population,,,,,,,96850,,,,,,,,,,,
2020,Alamance County,37001,Fluoridated,Percent,,,,,,,,,,,,95.9,,,,,,
2020,Alamance County,37001,Fluoridated,Number of PWS,,,,8,,,,,,,,,,,,,,
2020,Alamance County,37001,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Alamance County,37001,Adjusted,Percent,,,,,,,,,,,,,63.1,,,,,
2020,Alamance County,37001,Adjusted,Population,,,,,,,,61146,,,,,,,,,,
2020,Alamance County,37001,Fluoridated,Population,,,,,,,,,,,,,,,,,92923,
2020,Alamance County,37001,Consecutive,Number of PWS,,,6,,,,,,,,,,,,,,,
2020,Alamance County,37001,Consecutive,Percent,,,,,,,,,,,,,,32.8,,,,
2020,Alamance County,37001,Consecutive,Population,,,,,,,,,31777,,,,,,,,,
2020,Alamance County,37001,Census,Population,171842,,,,,,,,,,,,,,,,,
2020,Alameda County,6001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alameda County,6001,Total,Population,,,,,,,1696829,,,,,,,,,,,
2020,Alameda County,6001,Total,Number of PWS,,,,,,,,,,,,,,,,,,14
2020,Alameda County,6001,Non-Fluoridated,Population,,,,,,,,,,,35314,,,,,,,
2020,Alameda County,6001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,2.1,,
2020,Alameda County,6001,Non-Fluoridated,Number of PWS,,,,,9,,,,,,,,,,,,,
2020,Alameda County,6001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alameda County,6001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alameda County,6001,Adjusted,Percent,,,,,,,,,,,,,89,,,,,
2020,Alameda County,6001,Fluoridated,Percent,,,,,,,,,,,,97.9,,,,,,
2020,Alameda County,6001,Fluoridated,Number of PWS,,,,5,,,,,,,,,,,,,,
2020,Alameda County,6001,Consecutive,Population,,,,,,,,,151372,,,,,,,,,
2020,Alameda County,6001,Consecutive,Percent,,,,,,,,,,,,,,8.9,,,,
2020,Alameda County,6001,Consecutive,Number of PWS,,,2,,,,,,,,,,,,,,,
2020,Alameda County,6001,Census,Population,1679844,,,,,,,,,,,,,,,,,
2020,Alameda County,6001,Adjusted,Population,,,,,,,,1510142,,,,,,,,,,
2020,Alameda County,6001,Adjusted,Number of PWS,,3,,,,,,,,,,,,,,,,
2020,Alameda County,6001,Fluoridated,Population,,,,,,,,,,,,,,,,,1661514,
2020,Alamosa County,8003,Natural,Percent,,,,,,,,,,,,,,,2.1,,,
2020,Alamosa County,8003,Natural,Population,,,,,,,,,,206,,,,,,,,
2020,Alamosa County,8003,Total,Number of PWS,,,,,,,,,,,,,,,,,,4
2020,Alamosa County,8003,Non-Fluoridated,Population,,,,,,,,,,,9512,,,,,,,
2020,Alamosa County,8003,Natural,Number of PWS,,,,,,2,,,,,,,,,,,,
2020,Alamosa County,8003,Total,Population,,,,,,,9718,,,,,,,,,,,
2020,Alamosa County,8003,Non-Fluoridated,Number of PWS,,,,,2,,,,,,,,,,,,,
2020,Alamosa County,8003,Fluoridated,Population,,,,,,,,,,,,,,,,,206,
2020,Alamosa County,8003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,97.9,,
2020,Alamosa County,8003,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Alamosa County,8003,Fluoridated,Percent,,,,,,,,,,,,2.1,,,,,,
2020,Alamosa County,8003,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Alamosa County,8003,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Alamosa County,8003,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Alamosa County,8003,Census,Population,16362,,,,,,,,,,,,,,,,,
2020,Alamosa County,8003,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Alamosa County,8003,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Alamosa County,8003,Adjusted,Population,,,,,,,,,,,,,,,,,,
2018,Alaska,2,Total,Number of PWS,,,,,,,,,,,,,,,,,,647
2018,Alaska,2,Non-Fluoridated,Population,,,,,,,,,,,276618,,,,,,,
2018,Alaska,2,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,50.4,,
2018,Alaska,2,Non-Fluoridated,Number of PWS,,,,,616,,,,,,,,,,,,,
2018,Alaska,2,Natural,Population,,,,,,,,,,0,,,,,,,,
2018,Alaska,2,Natural,Percent,,,,,,,,,,,,,,,0,,,
2018,Alaska,2,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2018,Alaska,2,Fluoridated,Population,,,,,,,,,,,,,,,,,272280,
2018,Alaska,2,Fluoridated,Number of PWS,,,,31,,,,,,,,,,,,,,
2018,Alaska,2,Consecutive,Population,,,,,,,,,16157,,,,,,,,,
2018,Alaska,2,Consecutive,Percent,,,,,,,,,,,,,,2.9,,,,
2018,Alaska,2,Census,Population,735925,,,,,,,,,,,,,,,,,
2018,Alaska,2,Adjusted,Population,,,,,,,,256123,,,,,,,,,,
2018,Alaska,2,Adjusted,Percent,,,,,,,,,,,,,46.7,,,,,
2018,Alaska,2,Adjusted,Number of PWS,,23,,,,,,,,,,,,,,,,
2016,Alaska,2,Adjusted,Number of PWS,,23,,,,,,,,,,,,,,,,
2018,Alaska,2,Total,Population,,,,,,,548898,,,,,,,,,,,
2018,Alaska,2,Fluoridated,Percent,,,,,,,,,,,,49.6,,,,,,
2018,Alaska,2,Consecutive,Number of PWS,,,8,,,,,,,,,,,,,,,
2016,Alaska,2,Total,Population,,,,,,,469850,,,,,,,,,,,
2020,Alaska,2,Adjusted,Number of PWS,,17,,,,,,,,,,,,,,,,
2016,Alaska,2,Natural,Population,,,,,,,,,,0,,,,,,,,
2016,Alaska,2,Natural,Percent,,,,,,,,,,,,,,,0,,,
2016,Alaska,2,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2016,Alaska,2,Fluoridated,Population,,,,,,,,,,,,,,,,,233192,
2016,Alaska,2,Non-Fluoridated,Population,,,,,,,,,,,236658,,,,,,,
2016,Alaska,2,Fluoridated,Percent,,,,,,,,,,,,49.6,,,,,,
2016,Alaska,2,Fluoridated,Number of PWS,,,,31,,,,,,,,,,,,,,
2016,Alaska,2,Consecutive,Population,,,,,,,,,13917,,,,,,,,,
2016,Alaska,2,Consecutive,Percent,,,,,,,,,,,,,,3,,,,
2016,Alaska,2,Consecutive,Number of PWS,,,8,,,,,,,,,,,,,,,
2016,Alaska,2,Census,Population,737458,,,,,,,,,,,,,,,,,
2016,Alaska,2,Adjusted,Population,,,,,,,,219276,,,,,,,,,,
2016,Alaska,2,Adjusted,Percent,,,,,,,,,,,,,46.7,,,,,
2016,Alaska,2,Total,Number of PWS,,,,,,,,,,,,,,,,,,641
2020,Alaska,2,Adjusted,Percent,,,,,,,,,,,,,39.1,,,,,
2020,Alaska,2,Adjusted,Population,,,,,,,,212958,,,,,,,,,,
2020,Alaska,2,Census,Population,731463,,,,,,,,,,,,,,,,,
2020,Alaska,2,Total,Population,,,,,,,545179,,,,,,,,,,,
2020,Alaska,2,Total,Number of PWS,,,,,,,,,,,,,,,,,,647
2020,Alaska,2,Non-Fluoridated,Population,,,,,,,,,,,315390,,,,,,,
2020,Alaska,2,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,57.9,,
2020,Alaska,2,Non-Fluoridated,Number of PWS,,,,,623,,,,,,,,,,,,,
2020,Alaska,2,Natural,Population,,,,,,,,,,0,,,,,,,,
2016,Alaska,2,Non-Fluoridated,Number of PWS,,,,,610,,,,,,,,,,,,,
2020,Alaska,2,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alaska,2,Fluoridated,Population,,,,,,,,,,,,,,,,,229789,
2020,Alaska,2,Fluoridated,Percent,,,,,,,,,,,,42.1,,,,,,
2020,Alaska,2,Fluoridated,Number of PWS,,,,24,,,,,,,,,,,,,,
2020,Alaska,2,Consecutive,Population,,,,,,,,,16831,,,,,,,,,
2020,Alaska,2,Consecutive,Percent,,,,,,,,,,,,,,3.1,,,,
2020,Alaska,2,Consecutive,Number of PWS,,,7,,,,,,,,,,,,,,,
2020,Alaska,2,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2016,Alaska,2,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,50.4,,
2020,Albemarle County,51003,Census,Population,112496,,,,,,,,,,,,,,,,,
2020,Albemarle County,51003,Adjusted,Percent,,,,,,,,,,,,,0,,,,,
2020,Albemarle County,51003,Adjusted,Number of PWS,,5,,,,,,,,,,,,,,,,
2020,Albemarle County,51003,Adjusted,Population,,,,,,,,0,,,,,,,,,,
2020,Albemarle County,51003,Non-Fluoridated,Population,,,,,,,,,,,2034,,,,,,,
2020,Albemarle County,51003,Total,Population,,,,,,,81869,,,,,,,,,,,
2020,Albemarle County,51003,Total,Number of PWS,,,,,,,,,,,,,,,,,,25
2020,Albemarle County,51003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,2.5,,
2020,Albemarle County,51003,Non-Fluoridated,Number of PWS,,,,,13,,,,,,,,,,,,,
2020,Albemarle County,51003,Natural,Population,,,,,,,,,,213,,,,,,,,
2020,Albemarle County,51003,Natural,Percent,,,,,,,,,,,,,,,0.3,,,
2020,Albemarle County,51003,Natural,Number of PWS,,,,,,3,,,,,,,,,,,,
2020,Albemarle County,51003,Fluoridated,Population,,,,,,,,,,,,,,,,,79836,
2020,Albemarle County,51003,Fluoridated,Number of PWS,,,,12,,,,,,,,,,,,,,
2020,Albemarle County,51003,Consecutive,Population,,,,,,,,,79623,,,,,,,,,
2020,Albemarle County,51003,Consecutive,Percent,,,,,,,,,,,,,,97.3,,,,
2020,Albemarle County,51003,Consecutive,Number of PWS,,,4,,,,,,,,,,,,,,,
2020,Albemarle County,51003,Fluoridated,Percent,,,,,,,,,,,,97.5,,,,,,
2020,Alcona County,26001,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alcona County,26001,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Alcona County,26001,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Alcona County,26001,Census,Population,10158,,,,,,,,,,,,,,,,,
2020,Alcona County,26001,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Alcona County,26001,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Alcona County,26001,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Alcona County,26001,Fluoridated,Population,,,,,,,,,,,,,,,,,0,
2020,Alcona County,26001,Total,Population,,,,,,,684,,,,,,,,,,,
2020,Alcona County,26001,Fluoridated,Percent,,,,,,,,,,,,0,,,,,,
2020,Alcona County,26001,Non-Fluoridated,Population,,,,,,,,,,,684,,,,,,,
2020,Alcona County,26001,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,100,,
2020,Alcona County,26001,Non-Fluoridated,Number of PWS,,,,,6,,,,,,,,,,,,,
2020,Alcona County,26001,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Alcona County,26001,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alcona County,26001,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alcona County,26001,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Alcona County,26001,Fluoridated,Number of PWS,,,,0,,,,,,,,,,,,,,
2020,Alcorn County,28003,Adjusted,Number of PWS,,2,,,,,,,,,,,,,,,,
2020,Alcorn County,28003,Adjusted,Percent,,,,,,,,,,,,,54.9,,,,,
2020,Alcorn County,28003,Census,Population,34680,,,,,,,,,,,,,,,,,
2020,Alcorn County,28003,Consecutive,Percent,,,,,,,,,,,,,,,,,,
2020,Alcorn County,28003,Total,Population,,,,,,,33638,,,,,,,,,,,
2020,Alcorn County,28003,Total,Number of PWS,,,,,,,,,,,,,,,,,,8
2020,Alcorn County,28003,Non-Fluoridated,Population,,,,,,,,,,,15169,,,,,,,
2020,Alcorn County,28003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,45.1,,
2020,Alcorn County,28003,Non-Fluoridated,Number of PWS,,,,,6,,,,,,,,,,,,,
2020,Alcorn County,28003,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alcorn County,28003,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alcorn County,28003,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alcorn County,28003,Fluoridated,Population,,,,,,,,,,,,,,,,,18468,
2020,Alcorn County,28003,Fluoridated,Percent,,,,,,,,,,,,54.9,,,,,,
2020,Alcorn County,28003,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Alcorn County,28003,Consecutive,Population,,,,,,,,,,,,,,,,,,
2020,Alcorn County,28003,Adjusted,Population,,,,,,,,18468,,,,,,,,,,
2020,Alcorn County,28003,Consecutive,Number of PWS,,,0,,,,,,,,,,,,,,,
2020,Alexander County,37003,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alexander County,37003,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Alexander County,37003,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Alexander County,37003,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Alexander County,37003,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Alexander County,37003,Census,Population,36430,,,,,,,,,,,,,,,,,
2020,Alexander County,37003,Consecutive,Number of PWS,,,2,,,,,,,,,,,,,,,
2020,Alexander County,37003,Consecutive,Percent,,,,,,,,,,,,,,97.2,,,,
2020,Alexander County,17003,Total,Population,,,,,,,6331,,,,,,,,,,,
2020,Alexander County,37003,Consecutive,Population,,,,,,,,,14061,,,,,,,,,
2020,Alexander County,37003,Fluoridated,Percent,,,,,,,,,,,,97.2,,,,,,
2020,Alexander County,37003,Fluoridated,Population,,,,,,,,,,,,,,,,,14061,
2020,Alexander County,37003,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alexander County,37003,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alexander County,37003,Non-Fluoridated,Number of PWS,,,,,4,,,,,,,,,,,,,
2020,Alexander County,37003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,2.8,,
2020,Alexander County,37003,Fluoridated,Number of PWS,,,,2,,,,,,,,,,,,,,
2020,Alexander County,37003,Non-Fluoridated,Population,,,,,,,,,,,409,,,,,,,
2020,Alexander County,17003,Total,Number of PWS,,,,,,,,,,,,,,,,,,6
2020,Alexander County,17003,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Alexander County,17003,Adjusted,Number of PWS,,4,,,,,,,,,,,,,,,,
2020,Alexander County,17003,Adjusted,Percent,,,,,,,,,,,,,70,,,,,
2020,Alexander County,17003,Adjusted,Population,,,,,,,,4432,,,,,,,,,,
2020,Alexander County,17003,Census,Population,5168,,,,,,,,,,,,,,,,,
2020,Alexander County,17003,Consecutive,Number of PWS,,,2,,,,,,,,,,,,,,,
2020,Alexander County,17003,Consecutive,Percent,,,,,,,,,,,,,,30,,,,
2020,Alexander County,17003,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Alexander County,17003,Consecutive,Population,,,,,,,,,1899,,,,,,,,,
2020,Alexander County,17003,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Alexander County,17003,Fluoridated,Population,,,,,,,,,,,,,,,,,6331,
2020,Alexander County,17003,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alexander County,17003,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alexander County,17003,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alexander County,17003,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Alexander County,17003,Fluoridated,Number of PWS,,,,6,,,,,,,,,,,,,,
2020,Alexander County,37003,Total,Population,,,,,,,14470,,,,,,,,,,,
2020,Alexandria City County,51510,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Alexandria City County,51510,Natural,Percent,,,,,,,,,,,,,,,0,,,
2020,Alexandria City County,51510,Total,Number of PWS,,,,,,,,,,,,,,,,,,1
2020,Alexandria City County,51510,Non-Fluoridated,Population,,,,,,,,,,,0,,,,,,,
2020,Alexandria City County,51510,Non-Fluoridated,Percent,,,,,,,,,,,,,,,,0,,
2020,Alexandria City County,51510,Non-Fluoridated,Number of PWS,,,,,0,,,,,,,,,,,,,
2020,Alexandria City County,51510,Natural,Population,,,,,,,,,,0,,,,,,,,
2020,Alexandria City County,51510,Adjusted,Number of PWS,,0,,,,,,,,,,,,,,,,
2020,Alexandria City County,51510,Total,Population,,,,,,,140253,,,,,,,,,,,
2020,Alexandria City County,51510,Natural,Number of PWS,,,,,,0,,,,,,,,,,,,
2020,Alexandria City County,51510,Fluoridated,Percent,,,,,,,,,,,,100,,,,,,
2020,Alexandria City County,51510,Fluoridated,Number of PWS,,,,1,,,,,,,,,,,,,,
2020,Alexandria City County,51510,Consecutive,Population,,,,,,,,,140253,,,,,,,,,
2020,Alexandria City County,51510,Consecutive,Percent,,,,,,,,,,,,,,100,,,,
2020,Alexandria City County,51510,Consecutive,Number of PWS,,,1,,,,,,,,,,,,,,,
2020,Alexandria City County,51510,Census,Population,159097,,,,,,,,,,,,,,,,,
2020,Alexandria City County,51510,Fluoridated,Population,,,,,,,,,,,,,,,,,140253,
2020,Alexandria City County,51510,Adjusted,Percent,,,,,,,,,,,,,,,,,,
2020,Alfalfa County,40003,Total,Population,,,,,,,4341,,,,,,,,,,,
2020,Alfalfa County,40003,Adjusted,Population,,,,,,,,,,,,,,,,,,
2020,Alfalfa County,40003,Total,Number of PWS,,,,,,,,,,,,,,,,,,9
2020,Alfalfa County,40003,Non-Fluoridated,Population,,,,,,,,,,,3855,,,,,,,
